lat,lon,type,line_id,weight
50.5100541142,30.6205971615,other,,1.0
50.5113884348,30.6173367728,other,,1.0
50.5145155612,30.609883634,other,,1.0
50.5156659572,30.6062615493,other,,1.0
50.4973381424,30.5906324415,other,,1.0
50.4973650548,30.5960598819,other,,1.0
50.4973448353,30.6000818747,other,,1.0
50.4990825197,30.6071081029,other,,1.0
50.5008151322,30.6108673661,other,,1.0
50.5040356606,30.61543101,other,,1.0
50.5077396116,30.619138804,other,,1.0
50.5101253338,30.6215519399,other,,1.0
50.5144631175,30.6249749606,other,,1.0
50.5126849309,30.6239028443,other,,1.0
50.5177316034,30.6268502309,other,,1.0
50.521370193,30.6278699671,other,,1.0
50.5235213611,30.6281360738,other,,1.0
50.5259837308,30.6284182192,other,,1.0
50.5290769232,30.6282839066,other,,1.0
50.5237403433,30.6279597487,other,,1.0
50.5211976278,30.6276541843,other,,1.0
50.5194381959,30.6272315971,other,,1.0
50.5200380108,30.6275788672,other,,1.0
50.5170537853,30.6263314027,other,,1.0
50.5122532323,30.6232953661,other,,1.0
50.5093863747,30.620534547,other,,1.0
50.5072913391,30.618487346,other,,1.0
50.503765736,30.6149017636,other,,1.0
50.5007443444,30.6103410908,other,,1.0
50.4984684797,30.6054200213,other,,1.0
50.4975305652,30.5996781661,other,,1.0
50.4975899669,30.595606981,other,,1.0
50.4975525598,30.5912928571,other,,1.0
50.5284289281,30.6212789494,other,,1.0
50.5101008776,30.6215862273,other,,1.0
50.5094164527,30.6210199356,other,,1.0
50.5126786666,30.6239719852,other,,1.0
50.5122263892,30.6237102533,other,,1.0
50.5170219818,30.6267111406,other,,1.0
50.5177286669,30.6269008014,other,,1.0
50.5256715766,30.6284970138,other,,1.0
50.5260004116,30.6284069361,other,,1.0
50.5284187031,30.6287834981,other,,1.0
50.529139299,30.6275169663,other,,1.0
50.5287777083,30.6203648053,other,,1.0
50.5288759406,30.6210913525,other,,1.0
50.5313607361,30.6165024233,other,,1.0
50.5313607361,30.6165024233,other,,1.0
50.5232401249,30.6281061003,other,,1.0
50.5221560516,30.6280970784,other,,1.0
50.5093987711,30.6210115007,other,,1.0
50.4553095567,30.6333412363,other,,1.0
50.4553143868,30.6331800246,other,,1.0
50.4615844108,30.6379165188,other,,1.0
50.460725302,30.6364487231,other,,1.0
50.4983147228,30.6060323583,other,,1.0
50.4989682551,30.6069501749,other,,1.0
50.5006531529,30.6107234821,other,,1.0
50.5007997839,30.6108932715,other,,1.0
50.5038893386,30.6153421915,other,,1.0
50.5037254163,30.6152822737,other,,1.0
50.5073171326,30.618917182,other,,1.0
50.5075896194,30.6190698493,other,,1.0
50.4993658093,30.6080786362,other,,1.0
50.526546,30.619828,other,,1.0
50.527196627,30.6199394656,other,,1.0
50.524082828,30.6196211213,other,,1.0
50.5214952546,30.6192953829,other,,1.0
50.5188513028,30.6184522442,other,,1.0
50.5166117441,30.6172473656,other,,1.0
50.5139956989,30.6150641321,other,,1.0
50.510720337,30.6115510029,other,,1.0
50.5087974463,30.608692899,other,,1.0
50.5065100084,30.6044736896,other,,1.0
50.5039390758,30.5970344638,other,,1.0
50.5021349268,30.593051593,other,,1.0
50.4973932393,30.5892970898,other,,1.0
50.4956110553,30.5804489485,other,,1.0
50.4956672786,30.5742650376,other,,1.0
50.4952702297,30.5580734444,other,,1.0
50.4979475147,30.589669425,other,,1.0
50.5014760888,30.5923759341,other,,1.0
50.503965963,30.5979521947,other,,1.0
50.505631617,30.6027917717,other,,1.0
50.5082492632,30.6081883785,other,,1.0
50.5113737477,30.6127918142,other,,1.0
50.5136426167,30.6151610211,other,,1.0
50.517240699,30.6179270835,other,,1.0
50.5200961109,30.6191879387,other,,1.0
50.5241190565,30.6198733796,other,,1.0
50.526314393,30.6201670939,other,,1.0
50.5312019278,30.5992839312,other,,1.0
50.5310535954,30.599011687,other,,1.0
50.5284546996,30.6010983892,other,,1.0
50.5240855619,30.6012431316,other,,1.0
50.5235382198,30.6061771033,other,,1.0
50.5232043404,30.6181035621,other,,1.0
50.5233130075,30.6106582541,other,,1.0
50.5231102141,30.6146978183,other,,1.0
50.5234168302,30.6139151868,other,,1.0
50.5236654609,30.6073065253,other,,1.0
50.5248357005,30.6011244855,other,,1.0
50.5291307763,30.6008801579,other,,1.0
50.465667,30.642029,other,,1.0
50.4713632613,30.6419893733,other,,1.0
50.4750807176,30.6394304191,other,,1.0
50.4763026221,30.6386266973,other,,1.0
50.4796606166,30.6363199768,other,,1.0
50.4825489747,30.6327559608,other,,1.0
50.4801631815,30.6242139286,other,,1.0
50.4788584157,30.6196704497,other,,1.0
50.4873147861,30.6117992334,other,,1.0
50.4896126258,30.6103861093,other,,1.0
50.4920814618,30.6092753105,other,,1.0
50.4956672981,30.6080856548,other,,1.0
50.499410326,30.6060963532,other,,1.0
50.5028128703,30.6032499315,other,,1.0
50.5061136768,30.600489752,other,,1.0
50.5143057878,30.5936683106,other,,1.0
50.5189564532,30.5949673804,other,,1.0
50.5224975657,30.598628762,other,,1.0
50.524055,30.601215,other,,1.0
50.5185111812,30.5942026038,other,,1.0
50.5136284078,30.5938788081,other,,1.0
50.5081411738,30.5987811098,other,,1.0
50.5086423986,30.5980752404,other,,1.0
50.5039077261,30.6019974638,other,,1.0
50.4982810257,30.6066987714,other,,1.0
50.4789082023,30.6204321853,other,,1.0
50.4795306574,30.6259088721,other,,1.0
50.478831,30.636628,other,,1.0
50.475678,30.638773,other,,1.0
50.4733937019,30.6300466611,other,,1.0
50.470498,30.642236,other,,1.0
50.4691066842,30.6329452907,other,,1.0
50.5227562581,30.6222699364,other,,1.0
50.5225383971,30.6268563411,other,,1.0
50.5199102951,30.6269153732,other,,1.0
50.482155,30.632268,other,,1.0
50.4704285585,30.6242400702,other,,1.0
50.4701210499,30.6244443696,other,,1.0
50.5301681221,30.6092368969,other,,1.0
50.5301476621,30.6094528147,other,,1.0
50.5233907,30.6085513194,other,,1.0
50.5237362779,30.6087013075,other,,1.0
50.5168819887,30.6047960733,other,,1.0
50.517112884,30.6052099502,other,,1.0
50.5114306915,30.5956282837,other,,1.0
50.5114958208,30.5961745069,other,,1.0
50.5061690854,30.5830263581,other,,1.0
50.5062272052,30.5832452276,other,,1.0
50.495350524,30.5743041471,other,,1.0
50.4956813706,30.5745270744,other,,1.0
50.4833103479,30.5736412096,other,,1.0
50.5085978593,30.6410624095,other,,1.0
50.4932714489,30.5440118648,other,,1.0
50.4706170075,30.6649976545,other,,1.0
50.4693344378,30.6605289866,other,,1.0
50.4593157583,30.6307547654,other,,1.0
50.4590221619,30.6308088765,other,,1.0
50.4632903148,30.6427697427,other,,1.0
50.4632903148,30.6427697427,other,,1.0
50.4680168646,30.6555645555,other,,1.0
50.4953028102,30.5823039749,other,,1.0
50.4953543282,30.5741039889,other,,1.0
50.489295975,30.6100953454,other,,1.0
50.4938756207,30.6080740871,other,,1.0
50.4857459842,30.6123974062,other,,1.0
50.4953036652,30.5619380037,other,,1.0
50.4403861617,30.6280664771,other,,1.0
50.4188412462,30.5929171386,other,,1.0
50.462550573,30.6281883508,other,,1.0
50.4628166008,30.628273485,other,,1.0
50.4657909043,30.6262594878,other,,1.0
50.4713593267,30.6150603275,other,,1.0
50.4799948093,30.606607555,other,,1.0
50.4500146621,30.635755581,other,,1.0
50.4461759865,30.6383854896,other,,1.0
50.458998133,30.6306302686,other,,1.0
50.4549584045,30.6327373133,other,,1.0
50.4509190474,30.6300468795,other,,1.0
50.4470254934,30.6277225666,other,,1.0
50.4437130712,30.6274235868,other,,1.0
50.4438970714,30.6273053388,other,,1.0
50.4434970428,30.6282359605,other,,1.0
50.4439109097,30.6270792549,other,,1.0
50.4474859666,30.6284692827,other,,1.0
50.4509802112,30.6306033095,other,,1.0
50.4594990551,30.5863115756,other,,1.0
50.3953815126,30.6158687657,other,,1.0
50.4557047875,30.5932251681,other,,1.0
50.4498917113,30.598800856,other,,1.0
50.4478190186,30.6032020837,other,,1.0
50.4445507345,30.6082387672,other,,1.0
50.4400713315,30.6105657718,other,,1.0
50.4395062826,30.6158036369,other,,1.0
50.4392685968,30.615983855,other,,1.0
50.4406818437,30.6195997804,other,,1.0
50.4417337869,30.6244330985,other,,1.0
50.4420664182,30.6273879103,other,,1.0
50.441782638,30.6232473508,other,,1.0
50.4403362454,30.6195487856,other,,1.0
50.4397955877,30.6109385329,other,,1.0
50.4474752897,30.6049168172,other,,1.0
50.4515008149,30.5984722462,other,,1.0
50.4561959987,30.593367612,other,,1.0
50.458836927,30.5909749399,other,,1.0
50.4591958832,30.5854290873,other,,1.0
50.4896094814,30.606411416,other,,1.0
50.4906658505,30.5984401311,other,,1.0
50.4902109698,30.5939333078,other,,1.0
50.4531940354,30.6000405316,other,,1.0
50.4515917478,30.5984293246,other,,1.0
50.4902022676,30.5924910917,other,,1.0
50.4906607776,30.5989225286,other,,1.0
50.4883216498,30.6074752029,other,,1.0
50.487339946,30.6077754578,other,,1.0
50.4873560047,30.6088814497,other,,1.0
50.4923362316,30.6037095133,other,,1.0
50.4926954038,30.6040316732,other,,1.0
50.4501654403,30.5970364213,other,,1.0
50.4501654403,30.5970364213,other,,1.0
50.4454148078,30.5930153453,other,,1.0
50.4430373701,30.5993572118,other,,1.0
50.4417718654,30.6045397558,other,,1.0
50.4395100879,30.6070647544,other,,1.0
50.437515287,30.6054151023,other,,1.0
50.4346173869,30.598576201,other,,1.0
50.4329592712,30.594876119,other,,1.0
50.4350650093,30.6001055031,other,,1.0
50.4371615383,30.6050576053,other,,1.0
50.4402400342,30.6065701628,other,,1.0
50.4415637209,30.6052505276,other,,1.0
50.4434954759,30.5982746413,other,,1.0
50.4455597356,30.5926614535,other,,1.0
50.4489864035,30.5939237503,other,,1.0
50.4450204693,30.5909746924,other,,1.0
50.440581566,30.5915898086,other,,1.0
50.4377655358,30.5920247081,other,,1.0
50.434203116,30.5925340552,other,,1.0
50.4277253083,30.5975553818,other,,1.0
50.431021606,30.6091632639,other,,1.0
50.4347822539,30.613180965,other,,1.0
50.4295512163,30.6156721042,other,,1.0
50.4272792926,30.6158789598,other,,1.0
50.4244489121,30.6128597069,other,,1.0
50.4221556752,30.6047879991,other,,1.0
50.4246692561,30.6137428546,other,,1.0
50.426657387,30.6158370871,other,,1.0
50.4301407125,30.6157787568,other,,1.0
50.4327063442,30.6127075577,other,,1.0
50.431528531,30.6098587941,other,,1.0
50.4302567235,30.606289096,other,,1.0
50.431414004,30.5974599927,other,,1.0
50.4333203402,30.6014328517,other,,1.0
50.4307334027,30.5952075195,other,,1.0
50.4336118691,30.5929119597,other,,1.0
50.4375543916,30.5923353265,other,,1.0
50.4409961197,30.5918451231,other,,1.0
50.4444873002,30.5913179756,other,,1.0
50.4312219299,30.5951722864,other,,1.0
50.4333827651,30.6001074158,other,,1.0
50.4339608611,30.6007492372,other,,1.0
50.4320555988,30.5960980293,other,,1.0
50.4917775233,30.5752364628,other,,1.0
50.4945401372,30.5777814512,other,,1.0
50.4950653821,30.5823999106,other,,1.0
50.4911705209,30.5849597535,other,,1.0
50.4871408205,30.5841762542,other,,1.0
50.4822399846,30.5860744703,other,,1.0
50.4794073612,30.5825126079,other,,1.0
50.4830413933,30.5858626507,other,,1.0
50.4877681179,30.5842785452,other,,1.0
50.491597898,30.585464559,other,,1.0
50.4950521,30.5823878878,other,,1.0
50.4945465684,30.5777912356,other,,1.0
50.475751458,30.589444509,other,,1.0
50.4741950847,30.5922874402,other,,1.0
50.4734127153,30.5960562322,other,,1.0
50.4744573849,30.5921056166,other,,1.0
50.476322776,30.5896827881,other,,1.0
50.4851741706,30.604149469,other,,1.0
50.4850807561,30.604524173,other,,1.0
50.4218585558,30.5939241242,other,,1.0
50.4556920047,30.5932289693,other,,1.0
50.4561986873,30.5933198758,other,,1.0
50.461870072,30.5911409348,other,,1.0
50.4627567911,30.5900892727,other,,1.0
50.42758785,30.596296649,other,,1.0
50.4930047043,30.5442281756,other,,1.0
50.4953384002,30.5810137408,other,,1.0
50.4876728031,30.6023499326,other,,1.0
50.4860738525,30.5987685501,other,,1.0
50.4855603358,30.5930595939,other,,1.0
50.4552597502,30.6142872373,other,,1.0
50.4523119066,30.6173713566,other,,1.0
50.4458926258,30.6122582067,other,,1.0
50.4450026482,30.6154768409,other,,1.0
50.4429368957,30.6231037163,other,,1.0
50.4431723181,30.6231324428,other,,1.0
50.4452115857,30.6152792734,other,,1.0
50.4480468252,30.6150412814,other,,1.0
50.4334089375,30.6326594498,other,,1.0
50.4331060609,30.6325346306,other,,1.0
50.4370852589,30.6301191377,other,,1.0
50.4375391477,30.6301436991,other,,1.0
50.4365674775,30.6119184935,other,,1.0
50.4331655435,30.6028752313,other,,1.0
50.4267724623,30.6024279704,other,,1.0
50.4239915183,30.6033792019,other,,1.0
50.42189674,30.6031972357,other,,1.0
50.4218407718,30.5986066973,other,,1.0
50.4347861287,30.6131776744,other,,1.0
50.4297844606,30.6058103088,other,,1.0
50.42650073,30.6022272651,other,,1.0
50.4233251541,30.6033087758,other,,1.0
50.4220870518,30.6017619189,other,,1.0
50.4220276001,30.5977293039,other,,1.0
50.422078834,30.5937374587,other,,1.0
50.4340639554,30.6036478813,other,,1.0
50.4350249544,30.6058806727,other,,1.0
50.4278769251,30.5926732285,other,,1.0
50.4271783949,30.5922578542,other,,1.0
50.4218321978,30.5923146044,other,,1.0
50.4250701415,30.5927220953,other,,1.0
50.4275790664,30.5984480189,other,,1.0
50.4461031907,30.631975323,other,,1.0
50.4461937313,30.6325655484,other,,1.0
50.4627375554,30.6285272789,other,,1.0
50.4655321791,30.626293834,other,,1.0
50.4693945112,30.6204219986,other,,1.0
50.4692439614,30.6215142145,other,,1.0
50.4714418646,30.6146014524,other,,1.0
50.480415569,30.6061164683,other,,1.0
50.4850713829,30.6027373797,other,,1.0
50.4850188716,30.6019778864,other,,1.0
50.4845838754,30.5986875664,other,,1.0
50.4845597397,30.5993011192,other,,1.0
50.4405142364,30.6286812214,other,,1.0
50.440699215,30.6283803403,other,,1.0
50.4372597638,30.6306173202,other,,1.0
50.4369263345,30.6306973233,other,,1.0
50.4334018572,30.6327454513,other,,1.0
50.4332286385,30.6329966845,other,,1.0
50.4498375862,30.6360136793,other,,1.0
50.4463204993,30.6384834114,other,,1.0
50.4424785567,30.6413875282,other,,1.0
50.4419243719,30.6411830763,other,,1.0
50.4426370546,30.6285109567,other,,1.0
50.4438936822,30.6293348051,other,,1.0
50.4407192166,30.6374729712,other,,1.0
50.4388368962,30.6400739995,other,,1.0
50.438666685,30.6397283851,other,,1.0
50.4372921843,30.6426734278,other,,1.0
50.4371992835,30.6423104784,other,,1.0
50.4381749699,30.6513491255,other,,1.0
50.4381220117,30.6511137617,other,,1.0
50.4411310852,30.6619710194,other,,1.0
50.4411652496,30.6624316888,other,,1.0
50.4441094934,30.6676659971,other,,1.0
50.4440751586,30.6677303474,other,,1.0
50.4458469505,30.671033595,other,,1.0
50.4457995521,30.6708330999,other,,1.0
50.4475160759,30.6741937762,other,,1.0
50.4481618864,30.6747443207,other,,1.0
50.4493454403,30.67777349,other,,1.0
50.4493454403,30.67777349,other,,1.0
50.4357631952,30.6447944773,other,,1.0
50.4357857623,30.6465817903,other,,1.0
50.4864037482,30.6031347134,other,,1.0
50.4867387939,30.6026182531,other,,1.0
50.4919505618,30.6024328073,other,,1.0
50.4919064256,30.6021688594,other,,1.0
50.4407371871,30.6331969342,other,,1.0
50.4406729623,30.6322918028,other,,1.0
50.4432898815,30.6659476701,other,,1.0
50.4353748229,30.6050417043,other,,1.0
50.4361534343,30.6058902651,other,,1.0
50.4923668415,30.590146564,other,,1.0
50.4900113174,30.590985879,other,,1.0
50.4873067226,30.5919509856,other,,1.0
50.4833060025,30.5932760363,other,,1.0
50.4811831115,30.5940921381,other,,1.0
50.4782738425,30.5950849369,other,,1.0
50.4742581735,30.5965027109,other,,1.0
50.4672764878,30.5987249783,other,,1.0
50.4586931684,30.6033943887,other,,1.0
50.4564219627,30.6108811482,other,,1.0
50.4494336327,30.6136918396,other,,1.0
50.4467111768,30.6162078264,other,,1.0
50.4442266539,30.6254009459,other,,1.0
50.4431121363,30.6230959208,other,,1.0
50.4480345234,30.6150471689,other,,1.0
50.4506037074,30.6133560547,other,,1.0
50.4537164287,30.6112250872,other,,1.0
50.4588345676,30.6038061109,other,,1.0
50.4621388979,30.5999798234,other,,1.0
50.4619083899,30.6005994137,other,,1.0
50.4687965697,30.598723988,other,,1.0
50.4755371713,30.5965697602,other,,1.0
50.4791907445,30.5953544936,other,,1.0
50.481448955,30.5945623364,other,,1.0
50.4842179947,30.5935501947,other,,1.0
50.4875261445,30.5924495384,other,,1.0
50.4929285049,30.5905150902,other,,1.0
50.4834902212,30.5897208295,other,,1.0
50.4564050842,30.610893165,other,,1.0
50.4370003444,30.6111344536,other,,1.0
50.480163092,30.5881768642,other,,1.0
50.4806096353,30.5881704848,other,,1.0
50.4277610817,30.5975475533,other,,1.0
50.4921604072,30.6053587068,other,,1.0
50.4672594462,30.583452508,other,,1.0
50.4717534965,30.5795814732,other,,1.0
50.4743990296,30.5772744354,other,,1.0
50.4764958376,30.575385456,other,,1.0
50.4800192359,30.5723866817,other,,1.0
50.4827977406,30.5699254617,other,,1.0
50.4816195635,30.5707793609,other,,1.0
50.4803193964,30.5719272626,other,,1.0
50.4759010154,30.5757233814,other,,1.0
50.4738383998,30.5775008123,other,,1.0
50.4710606875,30.5798569374,other,,1.0
50.4674596561,30.5830432444,other,,1.0
50.4452695557,30.6266642955,other,,1.0
50.5166073366,30.3620178763,other,,1.0
50.5260393052,30.366338356,other,,1.0
50.5259887218,30.365957568,other,,1.0
50.5162418587,30.3617606643,other,,1.0
50.4995073619,30.3647354586,other,,1.0
50.5282839019,30.364764384,other,,1.0
50.5324920935,30.3593199036,other,,1.0
50.5350858299,30.3557354899,other,,1.0
50.5371587835,30.3564628909,other,,1.0
50.5407145368,30.3531560762,other,,1.0
50.5408082921,30.3538605748,other,,1.0
50.5426163402,30.3567193973,other,,1.0
50.5428727215,30.3569391768,other,,1.0
50.5475294236,30.3599818899,other,,1.0
50.5374590878,30.3557540373,other,,1.0
50.5340007429,30.356426136,other,,1.0
50.5323477966,30.3587321405,other,,1.0
50.5278124679,30.3647806533,other,,1.0
50.5003813129,30.365197763,other,,1.0
50.4781608458,30.4941489594,other,,1.0
50.4855348882,30.4838819861,other,,1.0
50.4887829524,30.4745020411,other,,1.0
50.4898744821,30.4713166004,other,,1.0
50.4906490276,30.470933977,other,,1.0
50.4913226192,30.4697426041,other,,1.0
50.4922051486,30.4692408465,other,,1.0
50.4929853081,30.4634869968,other,,1.0
50.4937111205,30.4661966661,other,,1.0
50.4929853081,30.4634626481,other,,1.0
50.488790057,30.4997988261,other,,1.0
50.4872403616,30.4975947095,other,,1.0
50.4867243376,30.5039023032,other,,1.0
50.4884920894,30.5012677744,other,,1.0
50.5221481631,30.451068717,other,,1.0
50.526353623,30.4561224023,other,,1.0
50.5250385378,30.462938376,other,,1.0
50.5228934609,30.4591683465,other,,1.0
50.5062129784,30.451031735,other,,1.0
50.5241723943,30.4604719,other,,1.0
50.5250415326,30.4629487449,other,,1.0
50.526362062,30.4561737936,other,,1.0
50.5243030235,30.4995117683,other,,1.0
50.5435966933,30.4853443735,other,,1.0
50.5510794151,30.4790598435,other,,1.0
50.5667120481,30.463820421,other,,1.0
50.5435609303,30.4847467646,other,,1.0
50.5013650876,30.5013076814,other,,1.0
50.5016429171,30.500070681,other,,1.0
50.4993985555,30.5154772073,other,,1.0
50.5039320232,30.5066828327,other,,1.0
50.5024735026,30.5126948875,other,,1.0
50.4885884868,30.5257828729,other,,1.0
50.4987904041,30.5164505683,other,,1.0
50.4939512897,30.521120074,other,,1.0
50.5026213578,30.5130350379,other,,1.0
50.5039278733,30.5066655852,other,,1.0
50.501359131,30.5007861699,other,,1.0
50.5014267565,30.50433991,other,,1.0
50.4860030367,30.5344950344,other,,1.0
50.48578634,30.53417927,other,,1.0
50.5178358227,30.4638457771,other,,1.0
50.5182558566,30.4628226965,other,,1.0
50.5150850298,30.4917031834,other,,1.0
50.5190523886,30.4582898416,other,,1.0
50.5199736906,30.4581077672,other,,1.0
50.5156171116,30.4909791808,other,,1.0
50.5119589003,30.4969765308,other,,1.0
50.5016423681,30.500072962,other,,1.0
50.5102293159,30.4841691903,other,,1.0
50.5127063477,30.4842471216,other,,1.0
50.5124889971,30.4832357271,other,,1.0
50.5096963422,30.4831137214,other,,1.0
50.505812048,30.4895198742,other,,1.0
50.5014784623,30.4940783761,other,,1.0
50.4887868228,30.4997699166,other,,1.0
50.4880401291,30.4981899932,other,,1.0
50.5232176001,30.4967034654,other,,1.0
50.5227829823,30.4970977851,other,,1.0
50.5199160238,30.4912664756,other,,1.0
50.5197279736,30.491190906,other,,1.0
50.5155280434,30.4909122401,other,,1.0
50.5156253519,30.490937037,other,,1.0
50.5094902062,30.4909796145,other,,1.0
50.509407476,30.4910274957,other,,1.0
50.5056497746,30.4893990311,other,,1.0
50.5052108345,30.4898476745,other,,1.0
50.5033266205,30.490609724,other,,1.0
50.5025401558,30.4912191502,other,,1.0
50.5013855177,30.493971773,other,,1.0
50.5011923078,30.4933150608,other,,1.0
50.5011881769,30.4971627809,other,,1.0
50.5012886771,30.4970270122,other,,1.0
50.501171803,30.4992529128,other,,1.0
50.5012487623,30.4998392662,other,,1.0
50.4983985185,30.5039921095,other,,1.0
50.4989476132,30.5045429735,other,,1.0
50.4940064778,30.4617493416,other,,1.0
50.4927023022,30.4630923581,other,,1.0
50.4979625057,30.4622873134,other,,1.0
50.4977844546,30.4624535529,other,,1.0
50.4991383273,30.4626263169,other,,1.0
50.5001259461,30.473085287,other,,1.0
50.4999885978,30.475054297,other,,1.0
50.5000306157,30.4780069376,other,,1.0
50.5000990137,30.4788767434,other,,1.0
50.5001060545,30.4606289641,other,,1.0
50.499749229,30.4611711137,other,,1.0
50.505201491,30.4587907641,other,,1.0
50.5045523956,30.4591270115,other,,1.0
50.509369422,30.4573125042,other,,1.0
50.5087501132,30.4576614786,other,,1.0
50.5123677602,30.4562258731,other,,1.0
50.5121690631,30.4564207835,other,,1.0
50.5161261079,30.4548687364,other,,1.0
50.5157575854,30.4551424655,other,,1.0
50.5195835749,30.4536391602,other,,1.0
50.5198099974,30.4537057033,other,,1.0
50.4978789533,30.4627915232,other,,1.0
50.52133571,30.448805269,other,,1.0
50.5520806566,30.335947962,other,,1.0
50.5521085797,30.3357572994,other,,1.0
50.5496774588,30.3390330578,other,,1.0
50.5492327571,30.3397701923,other,,1.0
50.5465182021,30.343243388,other,,1.0
50.5462287323,30.3437831251,other,,1.0
50.543485032,30.3472797932,other,,1.0
50.5430760903,30.3479544841,other,,1.0
50.5402542673,30.3516038174,other,,1.0
50.5398981901,30.3522343725,other,,1.0
50.5374343868,30.3553037092,other,,1.0
50.5374348254,30.3554928242,other,,1.0
50.535070851,30.3554901184,other,,1.0
50.5349779378,30.3554445208,other,,1.0
50.5327175235,30.3584442695,other,,1.0
50.5326881248,30.3586707384,other,,1.0
50.5211900172,30.4487155168,other,,1.0
50.5233918537,30.4479563328,other,,1.0
50.5310653051,30.3608220831,other,,1.0
50.5313153274,30.3603301997,other,,1.0
50.5281655213,30.3647038363,other,,1.0
50.5282277566,30.3644838952,other,,1.0
50.5262793409,30.3672603655,other,,1.0
50.5266679128,30.3666175595,other,,1.0
50.529536073,30.3628576075,other,,1.0
50.5297113845,30.3624882512,other,,1.0
50.5246548955,30.3784765756,other,,1.0
50.5246011815,30.3785516774,other,,1.0
50.5273686528,30.4432692417,other,,1.0
50.5273209098,30.4432544896,other,,1.0
50.5274542579,30.4397859064,other,,1.0
50.5274393382,30.439742991,other,,1.0
50.5264005788,30.3953698215,other,,1.0
50.5263625582,30.3953299502,other,,1.0
50.5294957805,30.4193480557,other,,1.0
50.5293710438,30.4193187347,other,,1.0
50.5287707506,30.4348561905,other,,1.0
50.5288305667,30.4349040361,other,,1.0
50.4938967506,30.461543165,other,,1.0
50.4955194415,30.4591212769,other,,1.0
50.4984439499,30.4543246173,other,,1.0
50.5009946457,30.4518185644,other,,1.0
50.5062070548,30.4510301241,other,,1.0
50.5092906799,30.4508115288,other,,1.0
50.5133979899,30.4502664623,other,,1.0
50.5175488682,30.4498741728,other,,1.0
50.5196994524,30.4495886191,other,,1.0
50.4879717359,30.4799073449,other,,1.0
50.4870475894,30.4981741279,other,,1.0
50.4869489239,30.4982272588,other,,1.0
50.487393458,30.4982254598,other,,1.0
50.4884442855,30.4803374835,other,,1.0
50.5054894953,30.4518733853,other,,1.0
50.5047472591,30.4567375644,other,,1.0
50.5055559033,30.465233871,other,,1.0
50.5058167189,30.4699786502,other,,1.0
50.5065855898,30.475366944,other,,1.0
50.5069466789,30.4878270688,other,,1.0
50.5095835829,30.4915765222,other,,1.0
50.5119773595,30.4963388301,other,,1.0
50.511904405,30.5005481026,other,,1.0
50.5140441056,30.5082686227,other,,1.0
50.5169260723,30.5121224343,other,,1.0
50.5211286515,30.5139014528,other,,1.0
50.524288397,30.5155862422,other,,1.0
50.5267413756,30.5165972816,other,,1.0
50.5267951444,30.5162544517,other,,1.0
50.5240899645,30.514993256,other,,1.0
50.5202569358,30.513523669,other,,1.0
50.5166259078,30.51127655,other,,1.0
50.5128159438,30.5060148406,other,,1.0
50.5124992735,30.5011423658,other,,1.0
50.5125462776,30.4962339712,other,,1.0
50.5088076068,30.4905340023,other,,1.0
50.507324065,30.4872340766,other,,1.0
50.5066793947,30.4738651338,other,,1.0
50.5058592089,30.4681953149,other,,1.0
50.5057289346,30.4638198399,other,,1.0
50.5049788673,30.4576764623,other,,1.0
50.5058786046,30.4539282107,other,,1.0
50.4889922228,30.4907820099,other,,1.0
50.4889454986,30.4952937085,other,,1.0
50.4894299494,30.4954468424,other,,1.0
50.4893644333,30.4904221697,other,,1.0
50.488347012,30.5237870508,other,,1.0
50.4888872266,30.5087902718,other,,1.0
50.4887119396,30.4850992059,other,,1.0
50.4887970178,30.4997575809,other,,1.0
50.4886351884,30.5080276848,other,,1.0
50.488445934,30.5122579748,other,,1.0
50.4881212272,30.520144035,other,,1.0
50.4884672819,30.5286913085,other,,1.0
50.488347012,30.5237870508,other,,1.0
50.5227214475,30.5066248508,other,,1.0
50.5227898387,30.5008491943,other,,1.0
50.5226357736,30.4948300278,other,,1.0
50.5197800866,30.4913351184,other,,1.0
50.5179388296,30.485957625,other,,1.0
50.5178966748,30.4793636224,other,,1.0
50.5179590856,30.47038536,other,,1.0
50.5196906129,30.4568563837,other,,1.0
50.5177171364,30.469504409,other,,1.0
50.5176047458,30.4803350082,other,,1.0
50.5173460068,30.4870756278,other,,1.0
50.5199130719,30.4916679471,other,,1.0
50.5225761552,30.4972084473,other,,1.0
50.5225560737,30.5006116738,other,,1.0
50.5224938302,30.5071295222,other,,1.0
50.5224321675,30.5111669168,other,,1.0
50.5085371527,30.5073915101,other,,1.0
50.5046944331,30.5106307334,other,,1.0
50.4959940398,30.5159996868,other,,1.0
50.4958426738,30.512500886,other,,1.0
50.4947343785,30.507090053,other,,1.0
50.4909927676,30.5070408285,other,,1.0
50.4879685296,30.5270826582,other,,1.0
50.4915110593,30.5235521553,other,,1.0
50.510328218,30.5069424514,other,,1.0
50.4986134752,30.5049838214,other,,1.0
50.4958450681,30.5125169319,other,,1.0
50.4959953868,30.5160066764,other,,1.0
50.4950156139,30.5195361361,other,,1.0
50.4931053658,30.5214478845,other,,1.0
50.4908550366,30.5235652643,other,,1.0
50.4960986296,30.5096694833,other,,1.0
50.4987362247,30.5053287089,other,,1.0
50.502893729,30.491460401,other,,1.0
50.5061584573,30.4897298069,other,,1.0
50.5436310675,30.3504859588,other,,1.0
50.5435877424,30.3501326845,other,,1.0
